ID,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_product,prior_purchases,product_importance,gender,discount_percentage,weight_in_grams,reached_on_time,customer_rating_string,weight_in_kg_binned,prior_purchases_binned,user_segmentation
4806,E,Flight,7,5,4532790,4,low,F,5,1572,No,Satisfied,1-2.5kg,2-4,Bronze
4807,D,Flight,6,1,4239300,4,medium,F,2,1131,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
4808,E,Flight,6,3,4141470,4,low,M,6,1335,Yes,Neutral,1-2.5kg,2-4,Bronze
4809,A,Flight,2,4,2462055,4,low,F,6,1803,Yes,Satisfied,1-2.5kg,2-4,Bronze
4810,B,Flight,2,5,3228390,2,medium,M,4,1913,No,Satisfied,1-2.5kg,2-4,Bronze
4811,C,Flight,6,4,3962115,4,low,M,9,1353,No,Satisfied,1-2.5kg,2-4,Bronze
4812,E,Flight,6,5,3994725,4,low,F,8,1403,Yes,Satisfied,1-2.5kg,2-4,Bronze
4813,D,Ship,6,4,4891500,4,low,F,8,1301,No,Satisfied,1-2.5kg,2-4,Bronze
4814,E,Ship,6,1,4940415,4,medium,F,10,1003,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
4815,A,Ship,7,3,4663230,4,low,F,3,1670,Yes,Neutral,1-2.5kg,2-4,Bronze
4816,B,Ship,7,2,4043640,4,medium,F,1,1163,No,Dissatisfied,1-2.5kg,2-4,Bronze
4817,C,Ship,6,5,3978420,4,low,M,9,1789,No,Satisfied,1-2.5kg,2-4,Bronze
4818,E,Ship,7,1,4728450,4,low,F,9,1885,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
4819,D,Ship,4,3,4239300,5,low,M,10,1832,No,Neutral,1-2.5kg,4-6,Silver
4820,E,Ship,6,5,5054550,4,medium,M,1,1105,No,Satisfied,1-2.5kg,2-4,Bronze
4821,A,Ship,6,3,4027335,4,low,M,3,1616,No,Neutral,1-2.5kg,2-4,Bronze
4822,B,Ship,6,5,4581705,4,low,M,8,1241,No,Satisfied,1-2.5kg,2-4,Bronze
4823,C,Ship,6,3,4239300,4,medium,M,9,1800,Yes,Neutral,1-2.5kg,2-4,Bronze
4824,E,Ship,6,1,4288215,4,low,F,6,1153,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
4825,D,Ship,5,1,4646925,4,medium,F,10,1428,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
4826,E,Ship,3,4,4386045,3,medium,M,9,5133,No,Satisfied,4-6kg,2-4,Bronze
4827,A,Ship,2,5,3342525,6,low,M,2,5671,Yes,Satisfied,4-6kg,4-6,Silver
4828,B,Ship,3,2,1777245,3,low,M,4,5746,Yes,Dissatisfied,4-6kg,2-4,Bronze
4829,C,Ship,5,4,3521880,2,low,F,6,4535,Yes,Satisfied,4-6kg,2-4,Bronze
4830,E,Ship,3,2,3000120,3,medium,F,8,4994,Yes,Dissatisfied,4-6kg,2-4,Bronze
4831,D,Ship,4,4,1728330,2,low,M,6,5984,Yes,Satisfied,4-6kg,2-4,Bronze
4832,E,Ship,3,1,3717540,2,low,F,5,4456,No,Dissatisfied,4-6kg,2-4,Bronze
4833,A,Ship,4,5,2282700,3,medium,F,8,4956,Yes,Satisfied,4-6kg,2-4,Bronze
4834,B,Ship,4,3,4092555,3,medium,M,5,4206,Yes,Neutral,4-6kg,2-4,Bronze
4835,C,Ship,3,3,2494665,3,medium,M,5,4578,No,Neutral,4-6kg,2-4,Bronze
4836,E,Ship,4,4,2869680,2,medium,F,1,5793,Yes,Satisfied,4-6kg,2-4,Bronze
4837,D,Ship,4,3,3358830,2,medium,F,4,5194,No,Neutral,4-6kg,2-4,Bronze
4838,E,Ship,3,3,3081645,2,low,F,9,4690,Yes,Neutral,4-6kg,2-4,Bronze
4839,A,Ship,2,2,4092555,6,medium,F,1,4165,No,Dissatisfied,4-6kg,4-6,Silver
4840,B,Ship,4,3,2527275,3,low,F,1,4360,No,Neutral,4-6kg,2-4,Bronze
4841,C,Ship,6,4,4239300,5,medium,M,2,4687,No,Satisfied,4-6kg,4-6,Silver
4842,E,Ship,5,1,2543580,6,medium,F,4,4821,Yes,Dissatisfied,4-6kg,4-6,Silver
4843,D,Ship,4,2,3668625,2,medium,M,7,5241,No,Dissatisfied,4-6kg,2-4,Bronze
4844,E,Ship,6,5,4630620,4,medium,M,8,5346,No,Satisfied,4-6kg,2-4,Bronze
4845,A,Ship,5,3,4288215,2,low,M,3,4474,No,Neutral,4-6kg,2-4,Bronze
4846,B,Ship,3,3,3880590,2,medium,M,2,5512,Yes,Neutral,4-6kg,2-4,Bronze
4847,C,Ship,5,4,4353435,2,low,M,7,5292,Yes,Satisfied,4-6kg,2-4,Bronze
4848,E,Ship,3,3,1646805,2,medium,M,9,4860,Yes,Neutral,4-6kg,2-4,Bronze
4849,D,Ship,3,1,2853375,3,medium,M,1,4872,Yes,Dissatisfied,4-6kg,2-4,Bronze
4850,E,Ship,4,5,4255605,2,low,M,3,4119,Yes,Satisfied,4-6kg,2-4,Bronze
4851,A,Ship,5,3,2445750,3,low,M,10,4799,No,Neutral,4-6kg,2-4,Bronze
4852,B,Ship,3,5,3358830,4,medium,F,2,5829,No,Satisfied,4-6kg,2-4,Bronze
4853,C,Ship,4,4,4141470,4,low,F,10,4827,Yes,Satisfied,4-6kg,2-4,Bronze
4854,E,Ship,4,2,2592495,3,low,M,5,4985,No,Dissatisfied,4-6kg,2-4,Bronze
4855,D,Ship,2,5,4630620,3,medium,M,6,4575,Yes,Satisfied,4-6kg,2-4,Bronze
4856,E,Ship,3,1,2771850,2,low,M,9,4112,Yes,Dissatisfied,4-6kg,2-4,Bronze
4857,A,Ship,4,5,3994725,3,low,F,7,4297,Yes,Satisfied,4-6kg,2-4,Bronze
4858,B,Ship,4,5,2478360,3,medium,M,5,5191,Yes,Satisfied,4-6kg,2-4,Bronze
4859,C,Ship,5,4,3146865,4,high,F,4,5757,No,Satisfied,4-6kg,2-4,Bronze
4860,E,Ship,5,3,3766455,2,low,M,8,5743,No,Neutral,4-6kg,2-4,Bronze
4861,D,Ship,4,1,3456660,3,low,M,3,4896,Yes,Dissatisfied,4-6kg,2-4,Bronze
4862,E,Ship,3,4,3016425,2,medium,M,8,5449,No,Satisfied,4-6kg,2-4,Bronze
4863,A,Ship,4,3,3636015,3,low,F,10,5560,No,Neutral,4-6kg,2-4,Bronze
4864,B,Ship,4,1,3929505,4,medium,M,9,5360,Yes,Dissatisfied,4-6kg,2-4,Bronze
4865,C,Ship,5,4,3505575,3,low,F,5,5552,No,Satisfied,4-6kg,2-4,Bronze
4866,E,Ship,4,5,4255605,2,medium,M,6,5920,Yes,Satisfied,4-6kg,2-4,Bronze
4867,D,Ship,4,3,2576190,5,medium,F,7,4344,No,Neutral,4-6kg,4-6,Silver
4868,E,Ship,3,3,2706630,2,medium,F,8,5871,Yes,Neutral,4-6kg,2-4,Bronze
4869,A,Ship,4,3,4565400,6,high,M,8,4525,Yes,Neutral,4-6kg,4-6,Silver
4870,B,Ship,3,2,4304520,3,low,F,8,5831,Yes,Dissatisfied,4-6kg,2-4,Bronze
4871,C,Ship,3,3,3326220,2,medium,M,6,5612,Yes,Neutral,4-6kg,2-4,Bronze
4872,E,Ship,4,4,4255605,2,medium,F,9,5306,No,Satisfied,4-6kg,2-4,Bronze
4873,D,Ship,6,4,2250090,3,medium,F,4,4225,Yes,Satisfied,4-6kg,2-4,Bronze
4874,E,Ship,4,4,3668625,2,medium,M,10,4829,No,Satisfied,4-6kg,2-4,Bronze
4875,A,Ship,4,4,3880590,5,low,M,1,4753,Yes,Satisfied,4-6kg,4-6,Silver
4876,B,Ship,4,5,3815370,3,medium,F,3,5142,No,Satisfied,4-6kg,2-4,Bronze
4877,C,Ship,4,2,3864285,3,low,F,7,4785,Yes,Dissatisfied,4-6kg,2-4,Bronze
4878,E,Ship,3,3,2690325,3,medium,F,4,5924,No,Neutral,4-6kg,2-4,Bronze
4879,D,Ship,2,1,2413140,2,low,M,10,5939,No,Dissatisfied,4-6kg,2-4,Bronze
4880,E,Ship,5,1,2413140,4,high,M,2,5821,No,Dissatisfied,4-6kg,2-4,Bronze
4881,A,Ship,3,3,3554490,3,low,F,4,5086,No,Neutral,4-6kg,2-4,Bronze
4882,B,Ship,4,5,3554490,6,low,M,5,4364,No,Satisfied,4-6kg,4-6,Silver
4883,C,Ship,4,3,2951205,4,low,F,8,5106,Yes,Neutral,4-6kg,2-4,Bronze
4884,E,Ship,2,1,2250090,2,low,M,8,4932,No,Dissatisfied,4-6kg,2-4,Bronze
4885,D,Ship,3,4,3358830,3,high,M,5,4022,Yes,Satisfied,4-6kg,2-4,Bronze
4886,E,Ship,5,1,2804460,2,high,F,7,5165,Yes,Dissatisfied,4-6kg,2-4,Bronze
4887,A,Ship,4,2,2608800,2,high,F,5,4343,Yes,Dissatisfied,4-6kg,2-4,Bronze
4888,B,Ship,5,2,3668625,4,low,M,1,4328,No,Dissatisfied,4-6kg,2-4,Bronze
4889,C,Ship,6,5,3358830,6,low,M,2,4014,No,Satisfied,4-6kg,4-6,Silver
4890,E,Ship,5,5,3782760,3,low,F,2,4545,No,Satisfied,4-6kg,2-4,Bronze
4891,D,Ship,3,4,3782760,3,low,F,6,4050,Yes,Satisfied,4-6kg,2-4,Bronze
4892,E,Ship,3,4,3212085,2,low,F,3,4865,Yes,Satisfied,4-6kg,2-4,Bronze
4893,A,Ship,5,1,4011030,3,low,F,3,5013,Yes,Dissatisfied,4-6kg,2-4,Bronze
4894,B,Ship,3,4,3929505,3,medium,M,3,4047,Yes,Satisfied,4-6kg,2-4,Bronze
4895,C,Ship,6,5,3440355,4,medium,F,4,4032,Yes,Satisfied,4-6kg,2-4,Bronze
4896,E,Ship,3,3,2641410,2,low,F,9,4903,Yes,Neutral,4-6kg,2-4,Bronze
4897,D,Ship,3,1,4304520,4,low,M,10,4265,Yes,Dissatisfied,4-6kg,2-4,Bronze
4898,E,Ship,5,3,3440355,3,low,F,5,5087,Yes,Neutral,4-6kg,2-4,Bronze
4899,A,Ship,4,5,2592495,5,low,F,7,4063,Yes,Satisfied,4-6kg,4-6,Silver
4900,B,Ship,5,5,2706630,2,high,F,2,4562,No,Satisfied,4-6kg,2-4,Bronze
4901,C,Ship,4,4,2657715,6,medium,M,1,4584,Yes,Satisfied,4-6kg,4-6,Silver
4902,E,Ship,4,3,2674020,2,low,M,3,5735,Yes,Neutral,4-6kg,2-4,Bronze
4903,D,Ship,5,1,4157775,3,high,M,6,4044,No,Dissatisfied,4-6kg,2-4,Bronze
4904,E,Ship,4,3,2494665,3,medium,F,6,5748,Yes,Neutral,4-6kg,2-4,Bronze
4905,A,Ship,3,1,2690325,2,low,M,6,4445,Yes,Dissatisfied,4-6kg,2-4,Bronze
4906,B,Road,3,2,2641410,3,medium,M,6,4505,No,Dissatisfied,4-6kg,2-4,Bronze
4907,C,Road,3,1,3636015,3,low,M,8,5318,Yes,Dissatisfied,4-6kg,2-4,Bronze
4908,E,Road,3,4,3261000,2,medium,F,6,4751,No,Satisfied,4-6kg,2-4,Bronze
4909,D,Road,3,5,3163170,3,medium,F,3,4435,No,Satisfied,4-6kg,2-4,Bronze
4910,E,Road,3,1,4190385,2,low,M,6,4897,No,Dissatisfied,4-6kg,2-4,Bronze
4911,A,Road,2,1,3065340,2,low,M,5,5250,Yes,Dissatisfied,4-6kg,2-4,Bronze
4912,B,Road,3,4,3603405,3,medium,F,1,5391,Yes,Satisfied,4-6kg,2-4,Bronze
4913,C,Road,4,4,3146865,2,low,F,6,4855,No,Satisfied,4-6kg,2-4,Bronze
4914,E,Road,3,1,2706630,2,low,M,2,5710,No,Dissatisfied,4-6kg,2-4,Bronze
4915,D,Road,4,4,3456660,2,medium,M,8,4239,Yes,Satisfied,4-6kg,2-4,Bronze
4916,E,Road,3,2,4108860,3,medium,M,7,4507,Yes,Dissatisfied,4-6kg,2-4,Bronze
4917,A,Road,3,1,2527275,2,low,M,7,4221,No,Dissatisfied,4-6kg,2-4,Bronze
4918,B,Road,4,5,3978420,4,medium,F,2,5365,No,Satisfied,4-6kg,2-4,Bronze
4919,C,Road,3,3,2641410,2,medium,M,7,5719,No,Neutral,4-6kg,2-4,Bronze
4920,E,Road,2,1,3717540,2,medium,M,10,4854,No,Dissatisfied,4-6kg,2-4,Bronze
4921,D,Road,4,3,3391440,3,medium,F,3,4837,No,Neutral,4-6kg,2-4,Bronze
4922,E,Road,5,3,2543580,3,medium,M,7,4293,Yes,Neutral,4-6kg,2-4,Bronze
4923,A,Road,3,1,3407745,2,high,F,1,5779,No,Dissatisfied,4-6kg,2-4,Bronze
4924,B,Road,4,5,3309915,2,medium,F,8,4450,No,Satisfied,4-6kg,2-4,Bronze
4925,C,Road,4,4,3195780,5,high,F,7,4622,Yes,Satisfied,4-6kg,4-6,Silver
4926,E,Road,4,4,4174080,3,low,M,8,4398,Yes,Satisfied,4-6kg,2-4,Bronze
4927,D,Road,4,5,2592495,4,medium,F,4,4816,Yes,Satisfied,4-6kg,2-4,Bronze
4928,E,Flight,5,5,2233785,4,low,M,4,5888,Yes,Satisfied,4-6kg,2-4,Bronze
4929,A,Flight,2,5,4418655,3,low,M,4,5775,Yes,Satisfied,4-6kg,2-4,Bronze
4930,B,Flight,5,1,4304520,2,medium,F,3,4056,No,Dissatisfied,4-6kg,2-4,Bronze
4931,C,Flight,2,2,4304520,3,medium,M,1,4518,Yes,Dissatisfied,4-6kg,2-4,Bronze
4932,E,Flight,4,3,3342525,2,medium,M,10,4178,No,Neutral,4-6kg,2-4,Bronze
4933,D,Flight,5,1,4337130,3,low,M,10,5858,Yes,Dissatisfied,4-6kg,2-4,Bronze
4934,E,Flight,5,4,3261000,3,medium,F,8,5206,No,Satisfied,4-6kg,2-4,Bronze
4935,A,Flight,4,4,2510970,6,medium,F,10,4361,No,Satisfied,4-6kg,4-6,Silver
4936,B,Flight,3,2,2902290,3,low,M,4,5119,No,Dissatisfied,4-6kg,2-4,Bronze
4937,C,Flight,5,2,3228390,3,low,F,7,5768,No,Dissatisfied,4-6kg,2-4,Bronze
4938,E,Flight,3,4,3554490,2,medium,M,2,5973,Yes,Satisfied,4-6kg,2-4,Bronze
4939,D,Flight,4,4,3016425,3,high,F,6,4238,No,Satisfied,4-6kg,2-4,Bronze
4940,E,Flight,3,4,3831675,3,low,M,4,5498,Yes,Satisfied,4-6kg,2-4,Bronze
4941,A,Flight,3,5,4092555,3,high,F,4,4156,No,Satisfied,4-6kg,2-4,Bronze
4942,B,Flight,5,2,4483875,5,low,F,9,5168,No,Dissatisfied,4-6kg,4-6,Silver
4943,C,Flight,5,2,2543580,5,low,M,9,5237,Yes,Dissatisfied,4-6kg,4-6,Silver
4944,E,Flight,3,5,2201175,3,low,M,3,4938,Yes,Satisfied,4-6kg,2-4,Bronze
4945,D,Flight,4,1,2331615,3,medium,M,4,4283,Yes,Dissatisfied,4-6kg,2-4,Bronze
4946,E,Flight,5,1,3913200,3,high,M,10,5277,Yes,Dissatisfied,4-6kg,2-4,Bronze
4947,A,Flight,5,2,2135955,5,low,F,4,4600,No,Dissatisfied,4-6kg,4-6,Silver
4948,B,Flight,4,5,2315310,3,medium,M,2,5692,Yes,Satisfied,4-6kg,2-4,Bronze
4949,C,Flight,5,4,4483875,4,low,F,7,4597,Yes,Satisfied,4-6kg,2-4,Bronze
4950,E,Ship,5,5,2233785,3,low,M,5,5914,No,Satisfied,4-6kg,2-4,Bronze
4951,D,Ship,3,3,2690325,4,medium,M,3,4235,Yes,Neutral,4-6kg,2-4,Bronze
4952,E,Ship,5,4,4076250,2,low,F,10,4277,Yes,Satisfied,4-6kg,2-4,Bronze
4953,A,Ship,4,2,3945810,3,medium,M,10,4721,Yes,Dissatisfied,4-6kg,2-4,Bronze
4954,B,Ship,3,3,2951205,3,medium,F,3,5620,No,Neutral,4-6kg,2-4,Bronze
4955,C,Ship,4,4,3440355,3,medium,M,5,4812,Yes,Satisfied,4-6kg,2-4,Bronze
4956,E,Ship,2,2,2885985,4,low,M,8,5878,No,Dissatisfied,4-6kg,2-4,Bronze
4957,D,Ship,3,3,2201175,3,medium,M,2,5860,Yes,Neutral,4-6kg,2-4,Bronze
4958,E,Ship,6,4,2462055,3,low,F,10,5414,No,Satisfied,4-6kg,2-4,Bronze
4959,A,Ship,5,4,4076250,6,low,F,1,4343,Yes,Satisfied,4-6kg,4-6,Silver
4960,B,Ship,5,5,3114255,4,medium,F,10,4933,No,Satisfied,4-6kg,2-4,Bronze
4961,C,Ship,2,4,2576190,5,medium,F,2,4303,No,Satisfied,4-6kg,4-6,Silver
4962,E,Ship,3,3,3733845,2,medium,F,1,5670,Yes,Neutral,4-6kg,2-4,Bronze
4963,D,Ship,4,5,2755545,4,low,M,6,4168,No,Satisfied,4-6kg,2-4,Bronze
4964,E,Ship,5,1,2674020,3,low,M,7,4540,No,Dissatisfied,4-6kg,2-4,Bronze
4965,A,Ship,4,1,2885985,2,medium,M,6,5566,Yes,Dissatisfied,4-6kg,2-4,Bronze
4966,B,Ship,4,4,3146865,3,medium,M,8,4715,No,Satisfied,4-6kg,2-4,Bronze
4967,C,Ship,4,1,3228390,3,medium,F,1,4090,Yes,Dissatisfied,4-6kg,2-4,Bronze
4968,E,Ship,3,1,4369740,3,low,M,2,4746,No,Dissatisfied,4-6kg,2-4,Bronze
4969,D,Ship,3,3,4386045,3,high,M,8,5910,Yes,Neutral,4-6kg,2-4,Bronze
4970,E,Ship,4,3,4483875,3,low,F,3,4824,Yes,Neutral,4-6kg,2-4,Bronze
4971,A,Ship,5,5,3799065,3,high,M,5,5330,Yes,Satisfied,4-6kg,2-4,Bronze
4972,B,Ship,2,5,4222995,3,low,M,3,4770,No,Satisfied,4-6kg,2-4,Bronze
4973,C,Ship,3,5,3896895,6,low,F,8,5791,No,Satisfied,4-6kg,4-6,Silver
4974,E,Ship,3,2,2184870,3,medium,F,3,5232,Yes,Dissatisfied,4-6kg,2-4,Bronze
4975,D,Ship,5,4,2135955,8,low,M,7,4471,Yes,Satisfied,4-6kg,6-10,Gold
4976,E,Ship,4,2,3163170,8,medium,M,10,5995,Yes,Dissatisfied,4-6kg,6-10,Gold
4977,A,Ship,4,5,4255605,3,high,F,2,4954,No,Satisfied,4-6kg,2-4,Bronze
4978,B,Ship,4,2,4141470,10,high,M,7,5820,Yes,Dissatisfied,4-6kg,6-10,Gold
4979,C,Ship,4,1,2625105,6,low,F,2,5734,Yes,Dissatisfied,4-6kg,4-6,Silver
4980,E,Ship,4,5,3701235,2,low,M,7,4414,Yes,Satisfied,4-6kg,2-4,Bronze
4981,D,Ship,3,1,2690325,3,high,F,10,4208,Yes,Dissatisfied,4-6kg,2-4,Bronze
4982,E,Ship,3,2,2543580,7,medium,F,9,5313,No,Dissatisfied,4-6kg,6-10,Gold
4983,A,Ship,3,3,4271910,7,high,F,9,5097,Yes,Neutral,4-6kg,6-10,Gold
4984,B,Ship,4,3,4288215,3,low,M,4,4150,No,Neutral,4-6kg,2-4,Bronze
4985,C,Ship,4,2,3195780,3,low,M,1,5172,No,Dissatisfied,4-6kg,2-4,Bronze
4986,E,Ship,6,1,2478360,2,low,F,3,1340,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
4987,D,Ship,7,1,4532790,4,low,M,10,1508,No,Dissatisfied,1-2.5kg,2-4,Bronze
4988,E,Ship,6,4,4239300,4,medium,M,1,1726,Yes,Satisfied,1-2.5kg,2-4,Bronze
4989,A,Ship,6,5,4141470,4,low,M,7,1674,Yes,Satisfied,1-2.5kg,2-4,Bronze
4990,B,Ship,2,4,2462055,4,low,F,2,1150,Yes,Satisfied,1-2.5kg,2-4,Bronze
4991,C,Ship,2,3,3228390,2,medium,F,6,1996,Yes,Neutral,1-2.5kg,2-4,Bronze
4992,E,Ship,6,2,3962115,4,low,M,9,1258,No,Dissatisfied,1-2.5kg,2-4,Bronze
4993,D,Ship,6,2,3994725,4,low,F,10,1448,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
4994,E,Ship,3,5,4369740,3,low,F,6,5603,Yes,Satisfied,4-6kg,2-4,Bronze
4995,A,Ship,3,3,4386045,3,high,F,6,4260,No,Neutral,4-6kg,2-4,Bronze
4996,B,Ship,4,4,4483875,3,low,M,10,5674,No,Satisfied,4-6kg,2-4,Bronze
4997,C,Ship,5,2,3799065,3,high,M,7,5323,No,Dissatisfied,4-6kg,2-4,Bronze
4998,E,Ship,2,2,4222995,3,low,M,6,4840,No,Dissatisfied,4-6kg,2-4,Bronze
4999,D,Ship,3,3,3896895,6,low,M,7,4501,No,Neutral,4-6kg,4-6,Silver
5000,E,Ship,3,3,2184870,3,medium,F,8,4950,Yes,Neutral,4-6kg,2-4,Bronze
5001,A,Ship,5,3,2135955,8,low,F,5,4149,No,Neutral,4-6kg,6-10,Gold
5002,B,Ship,4,5,3163170,8,medium,F,9,4843,No,Satisfied,4-6kg,6-10,Gold
5003,C,Ship,4,2,4255605,3,high,M,1,4931,Yes,Dissatisfied,4-6kg,2-4,Bronze
5004,E,Ship,4,5,4141470,10,high,M,7,5524,No,Satisfied,4-6kg,6-10,Gold
5005,D,Ship,4,3,2625105,6,low,M,6,5560,No,Neutral,4-6kg,4-6,Silver
5006,E,Ship,4,4,3701235,2,low,F,7,4916,Yes,Satisfied,4-6kg,2-4,Bronze
5007,A,Ship,3,4,2690325,3,high,M,10,4910,Yes,Satisfied,4-6kg,2-4,Bronze
5008,B,Ship,3,3,2543580,7,medium,M,2,5467,Yes,Neutral,4-6kg,6-10,Gold
5009,C,Ship,3,2,4271910,7,high,M,5,5985,No,Dissatisfied,4-6kg,6-10,Gold
5010,E,Ship,4,3,4288215,3,low,F,3,5253,Yes,Neutral,4-6kg,2-4,Bronze
5011,D,Ship,4,3,3195780,3,low,F,10,4194,No,Neutral,4-6kg,2-4,Bronze
5012,E,Ship,6,2,2478360,2,low,M,6,1711,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
5013,A,Ship,7,3,4532790,4,low,F,8,1909,No,Neutral,1-2.5kg,2-4,Bronze
5014,B,Ship,6,5,4239300,4,medium,F,10,1799,Yes,Satisfied,1-2.5kg,2-4,Bronze
5015,C,Ship,6,2,4141470,4,low,M,4,1392,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
5016,E,Ship,2,3,2462055,4,low,F,3,1353,No,Neutral,1-2.5kg,2-4,Bronze
5017,D,Ship,2,3,3228390,2,medium,F,6,1730,No,Neutral,1-2.5kg,2-4,Bronze
5018,E,Ship,5,2,4646925,4,medium,F,7,1666,No,Dissatisfied,1-2.5kg,2-4,Bronze
5019,A,Ship,7,1,4989330,4,medium,M,5,1467,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
5020,B,Ship,6,4,4744755,4,low,F,5,1327,Yes,Satisfied,1-2.5kg,2-4,Bronze
5021,C,Ship,6,3,4761060,4,low,M,8,1925,Yes,Neutral,1-2.5kg,2-4,Bronze
5022,E,Ship,6,2,4777365,5,low,F,3,1969,Yes,Dissatisfied,1-2.5kg,4-6,Silver
5023,D,Ship,6,4,4483875,4,low,F,3,1182,Yes,Satisfied,1-2.5kg,2-4,Bronze
5024,E,Ship,6,5,4467570,4,low,M,6,1066,Yes,Satisfied,1-2.5kg,2-4,Bronze
5025,A,Ship,7,2,5054550,4,low,F,7,1294,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
5026,B,Ship,6,5,4761060,4,low,M,4,1762,No,Satisfied,1-2.5kg,2-4,Bronze
5027,C,Ship,6,3,4174080,5,low,F,1,1980,Yes,Neutral,1-2.5kg,4-6,Silver
5028,E,Ship,7,4,4809975,4,low,M,5,1239,Yes,Satisfied,1-2.5kg,2-4,Bronze
5029,D,Ship,3,5,2429445,2,medium,M,5,1023,Yes,Satisfied,1-2.5kg,2-4,Bronze
5030,E,Ship,6,5,4793670,4,medium,F,2,1273,No,Satisfied,1-2.5kg,2-4,Bronze
5031,A,Ship,6,3,4581705,4,medium,F,7,1599,No,Neutral,1-2.5kg,2-4,Bronze
5032,B,Ship,6,4,4793670,4,medium,M,6,1112,Yes,Satisfied,1-2.5kg,2-4,Bronze
5033,C,Ship,6,5,4059945,4,low,F,8,1274,Yes,Satisfied,1-2.5kg,2-4,Bronze
5034,E,Ship,6,5,4500180,4,medium,F,6,1005,No,Satisfied,1-2.5kg,2-4,Bronze
5035,D,Ship,7,5,4630620,4,medium,F,8,1148,No,Satisfied,1-2.5kg,2-4,Bronze
5036,E,Ship,4,5,2184870,3,low,F,1,1008,Yes,Satisfied,1-2.5kg,2-4,Bronze
5037,A,Ship,6,3,4418655,4,medium,F,1,1733,Yes,Neutral,1-2.5kg,2-4,Bronze
5038,B,Ship,6,2,3978420,4,medium,F,1,1406,No,Dissatisfied,1-2.5kg,2-4,Bronze
5039,C,Ship,6,1,4304520,4,low,M,10,1960,Yes,Dissatisfied,1-2.5kg,2-4,Bronze
5040,E,Ship,6,5,4483875,4,low,M,8,1553,No,Satisfied,1-2.5kg,2-4,Bronze
5041,D,Ship,7,3,5054550,4,medium,F,7,1989,Yes,Neutral,1-2.5kg,2-4,Bronze
5042,E,Ship,6,2,4907805,5,medium,F,3,1586,Yes,Dissatisfied,1-2.5kg,4-6,Silver
5043,A,Road,6,3,4027335,4,medium,F,9,1011,Yes,Neutral,1-2.5kg,2-4,Bronze
5044,B,Road,4,2,3652320,2,low,M,9,5603,No,Dissatisfied,4-6kg,2-4,Bronze
5045,C,Road,3,5,3945810,2,low,F,6,5635,Yes,Satisfied,4-6kg,2-4,Bronze
5046,E,Road,4,1,2364225,2,low,F,2,5209,Yes,Dissatisfied,4-6kg,2-4,Bronze
5047,D,Road,4,1,2445750,2,low,M,5,4140,Yes,Dissatisfied,4-6kg,2-4,Bronze
5048,E,Road,4,4,4337130,3,low,M,4,5905,Yes,Satisfied,4-6kg,2-4,Bronze
5049,A,Road,5,1,4239300,2,low,M,4,5580,Yes,Dissatisfied,4-6kg,2-4,Bronze
5050,B,Road,4,1,4222995,3,medium,M,5,4435,No,Dissatisfied,4-6kg,2-4,Bronze
5051,C,Road,4,3,3130560,3,low,F,10,4068,Yes,Neutral,4-6kg,2-4,Bronze
5052,E,Road,3,1,2429445,3,medium,M,5,4805,No,Dissatisfied,4-6kg,2-4,Bronze
5053,D,Road,4,1,2168565,2,medium,M,1,5274,No,Dissatisfied,4-6kg,2-4,Bronze
5054,E,Road,4,4,2364225,3,medium,F,3,5424,No,Satisfied,4-6kg,2-4,Bronze
5055,A,Road,3,4,3032730,3,high,M,1,5922,No,Satisfied,4-6kg,2-4,Bronze
5056,B,Road,5,3,4353435,3,medium,F,8,5786,No,Neutral,4-6kg,2-4,Bronze
5057,C,Road,3,3,2559885,4,medium,F,2,5684,Yes,Neutral,4-6kg,2-4,Bronze
5058,E,Road,4,2,2837070,3,low,F,3,5920,Yes,Dissatisfied,4-6kg,2-4,Bronze
5059,D,Road,4,4,3521880,2,low,F,4,5984,Yes,Satisfied,4-6kg,2-4,Bronze
5060,E,Road,4,3,2331615,3,low,F,2,4693,Yes,Neutral,4-6kg,2-4,Bronze
5061,A,Road,5,1,2201175,3,low,M,3,4939,No,Dissatisfied,4-6kg,2-4,Bronze
5062,B,Road,4,2,3619710,3,low,M,4,5919,Yes,Dissatisfied,4-6kg,2-4,Bronze
5063,C,Road,6,2,2282700,2,high,M,1,4053,Yes,Dissatisfied,4-6kg,2-4,Bronze
5064,E,Road,4,2,3407745,2,medium,F,9,5131,Yes,Dissatisfied,4-6kg,2-4,Bronze
5065,D,Flight,3,5,2641410,2,low,M,4,4495,Yes,Satisfied,4-6kg,2-4,Bronze
5066,E,Flight,5,2,2478360,4,medium,M,6,5596,Yes,Dissatisfied,4-6kg,2-4,Bronze
